"Time","pod:cartservice-w2-59ff89795c-27jrd_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-x4bkd_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-zmnnm_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:adservice-w2-9f97cf96-gwbpr_service:adservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-v9tm7_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-8xgq6_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-bvn9c_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-bjqpx_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-vvssm_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-8clv5_service:recommendationservice_node:worker--2.novalocal"
1635863089.87,0.1683530991040902,0.156737709325784,0.19115136473476135,0.019905760699281086,0.14725728724327705,0.15615988267837527,0.5057490062634085,0.5031450674393589,0.30796223230626674,0.30536699009696505,0.19062285476677765
1635863104.896,0.18933256998331216,0.17728142917634446,0.21684714200074034,0.021864481823475695,0.1650354118719325,0.18205850182304034,0.5709202695862595,0.5685415534244606,0.346536874438748,0.34315709974212083,0.212825092789454
1635863119.91,0.18933256998331216,0.17728142917634446,0.21684714200074034,0.021864481823475695,0.1650354118719325,0.18205850182304034,0.5709202695862595,0.5685415534244606,0.346536874438748,0.34315709974212083,0.212825092789454
1635863134.939,0.19138630607429974,0.17899970813779292,0.2190677817682466,0.022065891472704584,0.1676671892036762,0.18464117753435672,0.617031456618784,0.6156204453451981,0.36768784984296,0.3637483385848336,0.21672247547360568
1635863149.963,0.19138630607429974,0.17899970813779292,0.2190677817682466,0.022065891472704584,0.1676671892036762,0.18464117753435672,0.617031456618784,0.6156204453451981,0.36768784984296,0.3637483385848336,0.21672247547360568
1635863164.993,0.19042665901025907,0.17865540950034187,0.21894523747565567,0.02212141129826766,0.168019719367218,0.18364166168426038,0.6185146706565816,0.6150871402434058,0.3681293862016002,0.3635520577403639,0.2176135216097179
1635863180.013,0.19042665901025907,0.17865540950034187,0.21894523747565567,0.02212141129826766,0.168019719367218,0.18364166168426038,0.6185146706565816,0.6150871402434058,0.3681293862016002,0.3635520577403639,0.2176135216097179
1635863195.034,0.19112184409404476,0.1783577925371223,0.2188031001039546,0.022178895820152904,0.16806634233362383,0.18373457019496103,0.6196056614086989,0.6158398632460618,0.36758478333125033,0.36512484253395705,0.21840320614736947
1635863210.058,0.19112184409404476,0.1783577925371223,0.2188031001039546,0.022178895820152904,0.16806634233362383,0.18373457019496103,0.6196056614086989,0.6158398632460618,0.36758478333125033,0.36512484253395705,0.21840320614736947
1635863225.08,0.19310646991412062,0.17921328958172286,0.2200314322324985,0.022441267095533124,0.17037039757328215,0.18353233040321396,0.6202471157694665,0.6168587874124849,0.369085424081206,0.3662469796782617,0.21820005517456814
1635863240.102,0.19310646991412062,0.17921328958172286,0.2200314322324985,0.022441267095533124,0.17037039757328215,0.18353233040321396,0.6202471157694665,0.6168587874124849,0.369085424081206,0.3662469796782617,0.21820005517456814
1635863255.125,0.19410025632413758,0.1793923177332176,0.22205310243417392,0.02267713977109002,0.17092893170561857,0.1831292050830574,0.6202810424514665,0.618278379024415,0.36957563811369415,0.3670430152519554,0.2183680744533314
1635863270.157,0.19410025632413758,0.1793923177332176,0.22205310243417392,0.02267713977109002,0.17092893170561857,0.1831292050830574,0.6202810424514665,0.618278379024415,0.36957563811369415,0.3670430152519554,0.2183680744533314
1635863285.178,0.1935743932432706,0.17978303948603275,0.22123118579274292,0.02267797801148626,0.171667978219512,0.18350773990642072,0.620162764382395,0.6173642680678304,0.3685278583831364,0.3673442001589111,0.21727708954177155
1635863300.198,0.1935743932432706,0.17978303948603275,0.22123118579274292,0.02267797801148626,0.171667978219512,0.18350773990642072,0.620162764382395,0.6173642680678304,0.3685278583831364,0.3673442001589111,0.21727708954177155
1635863315.223,0.19465646354170663,0.18031528692251966,0.22128360934825175,0.022813691418374922,0.1710267260036492,0.18369300316763731,0.6203632524691858,0.6178610914715651,0.369538557653632,0.3664249027799408,0.21761024395328055
1635863330.241,0.19465646354170663,0.18031528692251966,0.22128360934825175,0.022813691418374922,0.1710267260036492,0.18369300316763731,0.6203632524691858,0.6178610914715651,0.369538557653632,0.3664249027799408,0.21761024395328055
1635863345.269,0.1936060134231596,0.18004841584833906,0.22092113558365753,0.0227438896221055,0.17042137963867968,0.1836594353554995,0.6204737485469445,0.6178439394820567,0.3697913871119415,0.3668905491896446,0.2182630567236009
1635863360.288,0.1936060134231596,0.18004841584833906,0.22092113558365753,0.0227438896221055,0.17042137963867968,0.1836594353554995,0.6204737485469445,0.6178439394820567,0.3697913871119415,0.3668905491896446,0.2182630567236009
1635863375.316,0.192257619098021,0.1795913500992837,0.21943531063756389,0.02253198102476501,0.16892655257752348,0.18184568217656896,0.6186660019518018,0.6151172518069559,0.3676183379457499,0.3646310110552281,0.21749181764940545
1635863390.343,0.192257619098021,0.1795913500992837,0.21943531063756389,0.02253198102476501,0.16892655257752348,0.18184568217656896,0.6186660019518018,0.6151172518069559,0.3676183379457499,0.3646310110552281,0.21749181764940545
1635863405.358,0.19154183327660518,0.17947757987590823,0.2194842134216498,0.022444534264470302,0.16855576501565764,0.18150709186326425,0.6169908484249551,0.6128117191889313,0.36665000867350706,0.3645705960516957,0.21708803754323386
1635863420.389,0.19154183327660518,0.17947757987590823,0.2194842134216498,0.022444534264470302,0.16855576501565764,0.18150709186326425,0.6169908484249551,0.6128117191889313,0.36665000867350706,0.3645705960516957,0.21708803754323386
