"Time","pod:frontend-w2-777d8d5dcb-mpnmq_service:frontend_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-pzdvt_service:recommendationservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-lddmw_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-zjzlx_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-sbcff_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-d2sz4_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-hjshn_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-4pvtr_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w2-9f97cf96-gwbpr_service:adservice_node:worker--2.novalocal","pod:cartservice-w2-59ff89795c-27jrd_service:cartservice_node:worker--2.novalocal"
1635786269.709,0.7447481227794261,0.009740273406937134,0.009723038894729068,0.6114806562470776,0.6080683982348676,0.7453825071579743,0.07496834875073503,0.07157653606777607,0.0095077628147685,0.1426872227227009,0.13617599630282423
1635786284.729,0.7447481227794261,0.009740273406937134,0.009723038894729068,0.6114806562470776,0.6080683982348676,0.7453825071579743,0.07496834875073503,0.07157653606777607,0.0095077628147685,0.1426872227227009,0.13617599630282423
1635786299.75,0.8311403718888157,0.009262655647485064,0.009888738706133994,0.6738434591595627,0.6711043159271197,0.830820258486467,0.0791816277741212,0.0755028263782848,0.009102166543067714,0.14747543278601144,0.140052937983803
1635786314.775,0.8311403718888157,0.009262655647485064,0.009888738706133994,0.6738434591595627,0.6711043159271197,0.830820258486467,0.0791816277741212,0.0755028263782848,0.009102166543067714,0.14747543278601144,0.140052937983803
1635786329.798,0.8404372900730696,0.009293531123609505,0.009777511619780467,0.6782113949533253,0.6746296489906038,0.841692043085261,0.07873869515328807,0.07541074678439935,0.00898180501891528,0.14588540487828383,0.13884158012024864
1635786344.819,0.8404372900730696,0.009293531123609505,0.009777511619780467,0.6782113949533253,0.6746296489906038,0.841692043085261,0.07873869515328807,0.07541074678439935,0.00898180501891528,0.14588540487828383,0.13884158012024864
1635786359.846,0.8415093157031456,0.009196642837906374,0.009787478123759116,0.6790449185297183,0.6751464922534751,0.8412262035244723,0.07868323441012294,0.07519562283213117,0.00886395090978993,0.14669856661519387,0.13947324584724752
1635786374.866,0.8415093157031456,0.009196642837906374,0.009787478123759116,0.6790449185297183,0.6751464922534751,0.8412262035244723,0.07868323441012294,0.07519562283213117,0.00886395090978993,0.14669856661519387,0.13947324584724752
1635786389.902,0.8411068476083912,0.009301315816681676,0.00985262189245594,0.6802874216893853,0.6741097922829377,0.8404018038694967,0.07880657510473038,0.07561236624051586,0.008835063195112673,0.14670826427527078,0.1400837623026062
1635786404.933,0.8411068476083912,0.009301315816681676,0.00985262189245594,0.6802874216893853,0.6741097922829377,0.8404018038694967,0.07880657510473038,0.07561236624051586,0.008835063195112673,0.14670826427527078,0.1400837623026062
1635786419.971,0.8412914713084296,0.009368425999822304,0.010027105424546911,0.6810210610157084,0.6742179813091624,0.8410611138013708,0.07890767309500557,0.07558376088520016,0.0089383476389246,0.14748136631547282,0.14030630001261474
1635786435.001,0.8412914713084296,0.009368425999822304,0.010027105424546911,0.6810210610157084,0.6742179813091624,0.8410611138013708,0.07890767309500557,0.07558376088520016,0.0089383476389246,0.14748136631547282,0.14030630001261474
1635786450.095,0.8406337573066287,0.009321243586543283,0.01013991831133936,0.6797064146176316,0.6746208132202827,0.8409490595572415,0.07926394161579826,0.07581279374747063,0.008957676376270141,0.14765586305902104,0.14093687678186123
1635786465.128,0.8406337573066287,0.009321243586543283,0.01013991831133936,0.6797064146176316,0.6746208132202827,0.8409490595572415,0.07926394161579826,0.07581279374747063,0.008957676376270141,0.14765586305902104,0.14093687678186123
1635786480.206,0.8385485984569961,0.009315901007112484,0.010113637843148048,0.679661436211043,0.6740568079944481,0.8415768237762637,0.07912113579227704,0.07563438744198786,0.009027322437473699,0.14761050697119416,0.14077467507701855
1635786495.232,0.8385485984569961,0.009315901007112484,0.010113637843148048,0.679661436211043,0.6740568079944481,0.8415768237762637,0.07912113579227704,0.07563438744198786,0.009027322437473699,0.14761050697119416,0.14077467507701855
