"Time","pod:frontend-w2-777d8d5dcb-dpnsn_service:frontend_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-nhdhd_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-2vvg8_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-l25c9_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-75stn_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w2-9f97cf96-gwbpr_service:adservice_node:worker--2.novalocal","pod:cartservice-w2-59ff89795c-27jrd_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-2hldd_service:currencyservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-f82d4_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-tlk57_service:recommendationservice_node:worker--2.novalocal"
1635783711.097,0.5834236907174914,0.5748865257962221,0.07203742221841367,0.07363459833173505,0.010146512069303655,0.15014757131611367,0.15716169148937292,0.4704668521201133,0.01882769542469207,0.46730912394847585,0.010023370552325618
1635783726.13,0.6593512083207533,0.6482705852256093,0.08046285128646188,0.08439789580839094,0.009877859036222375,0.16395978903326294,0.18109505165519119,0.5276838441442525,0.02070744871798938,0.5259165994335948,0.0098355786400631
1635783741.152,0.6593512083207533,0.6482705852256093,0.08046285128646188,0.08439789580839094,0.009877859036222375,0.16395978903326294,0.18109505165519119,0.5276838441442525,0.02070744871798938,0.5259165994335948,0.0098355786400631
1635783756.177,0.7180163201933728,0.703685004500958,0.08166426694844044,0.08445381668583513,0.009603703307561669,0.16976762310222598,0.18369184498633584,0.5577172279008769,0.020848187802473956,0.5590274523475787,0.009668918550614525
1635783771.199,0.7180163201933728,0.703685004500958,0.08166426694844044,0.08445381668583513,0.009603703307561669,0.16976762310222598,0.18369184498633584,0.5577172279008769,0.020848187802473956,0.5590274523475787,0.009668918550614525
1635783786.223,0.7180626350925879,0.7044218456222582,0.08175058335215646,0.08457942825864503,0.009638563150686496,0.17014539606519863,0.18436389631915895,0.5591611297763353,0.020982867310231017,0.5592304511274527,0.00959108984476754
1635783801.255,0.7180626350925879,0.7044218456222582,0.08175058335215646,0.08457942825864503,0.009638563150686496,0.17014539606519863,0.18436389631915895,0.5591611297763353,0.020982867310231017,0.5592304511274527,0.00959108984476754
1635783816.279,0.7193154141223206,0.7064867372714032,0.08194268981982,0.08461504531824264,0.00967408688494289,0.1703881284115362,0.18390005770169107,0.5612934961198468,0.020933778407474877,0.5601872740514959,0.009646684822967141
1635783831.305,0.7193154141223206,0.7064867372714032,0.08194268981982,0.08461504531824264,0.00967408688494289,0.1703881284115362,0.18390005770169107,0.5612934961198468,0.020933778407474877,0.5601872740514959,0.009646684822967141
1635783846.323,0.7191013225286105,0.7038606234796609,0.08132027935306237,0.08537330979357835,0.009675595507109967,0.17006838270669888,0.18347004354682794,0.5617182849798285,0.02078693543487179,0.5610345374943706,0.009689431190114181
1635783861.336,0.7191013225286105,0.7038606234796609,0.08132027935306237,0.08537330979357835,0.009675595507109967,0.17006838270669888,0.18347004354682794,0.5617182849798285,0.02078693543487179,0.5610345374943706,0.009689431190114181
1635783876.349,0.7186367981128394,0.7037565178909267,0.08112074275719484,0.0853972017452382,0.009650095718996228,0.1694367031986125,0.18206441363783216,0.5623160462563705,0.020570825464823854,0.5615160774698913,0.009617412663568074
1635783891.379,0.7186367981128394,0.7037565178909267,0.08112074275719484,0.0853972017452382,0.009650095718996228,0.1694367031986125,0.18206441363783216,0.5623160462563705,0.020570825464823854,0.5615160774698913,0.009617412663568074
1635783906.403,0.7159705119885925,0.7013500512644666,0.0814292010942182,0.08494094929986255,0.009610634431749629,0.17067656588471378,0.18196327352836478,0.559314857857477,0.020615598747636858,0.5602874761948256,0.009492581332710796
1635783921.429,0.7159705119885925,0.7013500512644666,0.0814292010942182,0.08494094929986255,0.009610634431749629,0.17067656588471378,0.18196327352836478,0.559314857857477,0.020615598747636858,0.5602874761948256,0.009492581332710796
