"Time","pod:frontend-w2-777d8d5dcb-xngps_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-dq7s7_service:productcatalogservice_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-xm8g7_service:productcatalogservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-tjfjq_service:recommendationservice_node:worker--2.novalocal","pod:cartservice-w2-59ff89795c-27jrd_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-9sqsk_service:currencyservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-hrmcf_service:frontend_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:adservice-w2-9f97cf96-gwbpr_service:adservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-8d9xx_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-gcmw5_service:recommendationservice_node:worker--2.novalocal"
1635787550.367,0.7153504515779561,0.0640625015496447,0.06269253938269705,0.010047239131978004,0.11737305397494527,0.571370090327678,0.6895874932469785,0.007634359238307832,0.11746321900947583,0.5662406241749071,0.009605543700799562
1635787565.388,0.8052412547752126,0.06880047478385287,0.06999302210022276,0.009673764315204437,0.12939177161413454,0.6421890010691491,0.7770412430965353,0.007892179172707785,0.12737634731567804,0.638942646199544,0.009216688234649714
1635787580.412,0.8052412547752126,0.06880047478385287,0.06999302210022276,0.009673764315204437,0.12939177161413454,0.6421890010691491,0.7770412430965353,0.007892179172707785,0.12737634731567804,0.638942646199544,0.009216688234649714
1635787595.435,0.8763801871636663,0.07097700133903626,0.07187385958210778,0.009484826555244798,0.1300130911518706,0.6866083236447433,0.8474480323641979,0.00785117096386039,0.13005103584053376,0.6849612885957796,0.009125417875319994
1635787610.452,0.8763801871636663,0.07097700133903626,0.07187385958210778,0.009484826555244798,0.1300130911518706,0.6866083236447433,0.8474480323641979,0.00785117096386039,0.13005103584053376,0.6849612885957796,0.009125417875319994
1635787625.478,0.873939499980086,0.07126883686300577,0.07156808947789178,0.009500879851677538,0.1295110875307197,0.6873706884847293,0.8469421896187068,0.00782067107620779,0.12897984631747614,0.6858156141260612,0.009062268339070045
1635787640.496,0.873939499980086,0.07126883686300577,0.07156808947789178,0.009500879851677538,0.1295110875307197,0.6873706884847293,0.8469421896187068,0.00782067107620779,0.12897984631747614,0.6858156141260612,0.009062268339070045
1635787655.521,0.8735184579262651,0.07128340355059451,0.07146548131992984,0.009524596685323669,0.12981952716774547,0.6866501931156297,0.8457356833499807,0.007909600456684407,0.12940129720733032,0.6851285210082014,0.00892969998616265
1635787670.55,0.8735184579262651,0.07128340355059451,0.07146548131992984,0.009524596685323669,0.12981952716774547,0.6866501931156297,0.8457356833499807,0.007909600456684407,0.12940129720733032,0.6851285210082014,0.00892969998616265
1635787685.618,0.8755742773715999,0.07166451438435958,0.07172736143304731,0.009497944700591404,0.13012301165550144,0.6881582100830754,0.8449467666805541,0.00795733475194048,0.12949924010052666,0.6851712554491581,0.009011306376199197
1635787700.643,0.8755742773715999,0.07166451438435958,0.07172736143304731,0.009497944700591404,0.13012301165550144,0.6881582100830754,0.8449467666805541,0.00795733475194048,0.12949924010052666,0.6851712554491581,0.009011306376199197
1635787715.658,0.8753799919894818,0.0718089128169378,0.07144338897369165,0.009496171676737782,0.13020887831352693,0.6890947414254291,0.8441679942535075,0.007939834877558862,0.13021728676360922,0.6857567081550573,0.009112796540280384
1635787730.683,0.8753799919894818,0.0718089128169378,0.07144338897369165,0.009496171676737782,0.13020887831352693,0.6890947414254291,0.8441679942535075,0.007939834877558862,0.13021728676360922,0.6857567081550573,0.009112796540280384
1635787745.71,0.8765095603096128,0.07167137998167007,0.0711515299472683,0.009422956312863617,0.12967266167469088,0.6883934196021446,0.8425756248025544,0.007931030534513935,0.13060953797378877,0.6875416855964644,0.008967479219957388
1635787760.722,0.8765095603096128,0.07167137998167007,0.0711515299472683,0.009422956312863617,0.12967266167469088,0.6883934196021446,0.8425756248025544,0.007931030534513935,0.13060953797378877,0.6875416855964644,0.008967479219957388
1635787775.743,0.8765385965138563,0.07145723453554922,0.07135395279827639,0.009469156630048098,0.12946345263251882,0.6878705177602427,0.842472982646779,0.008261335421806387,0.13080612197906932,0.6883572826593283,0.008963627855681415
1635787790.768,0.8765385965138563,0.07145723453554922,0.07135395279827639,0.009469156630048098,0.12946345263251882,0.6878705177602427,0.842472982646779,0.008261335421806387,0.13080612197906932,0.6883572826593283,0.008963627855681415
1635787805.787,0.876120862123788,0.07148889829971805,0.07158266930055615,0.0094360174642413,0.12912497543134105,0.6896521743155268,0.8428708283302503,0.008233588481000859,0.13077790366865918,0.686730885869408,0.008968393265961003
1635787820.806,0.876120862123788,0.07148889829971805,0.07158266930055615,0.0094360174642413,0.12912497543134105,0.6896521743155268,0.8428708283302503,0.008233588481000859,0.13077790366865918,0.686730885869408,0.008968393265961003
1635787835.821,0.8802024874969547,0.0715185327168315,0.07121286499534106,0.009368480869834692,0.1296232214272889,0.6897683453979775,0.8396294376304818,0.008254804483733176,0.13068617907665458,0.686985595399368,0.008990510945958617
1635787850.841,0.8802024874969547,0.0715185327168315,0.07121286499534106,0.009368480869834692,0.1296232214272889,0.6897683453979775,0.8396294376304818,0.008254804483733176,0.13068617907665458,0.686985595399368,0.008990510945958617
1635787865.857,0.8834088627376205,0.0713905498988569,0.07113984073694243,0.009305581356607358,0.12939640923196116,0.6899692985532924,0.8370821056289623,0.008260578604509732,0.1313299116948749,0.6866201193255527,0.008971076960438883
1635787880.881,0.8834088627376205,0.0713905498988569,0.07113984073694243,0.009305581356607358,0.12939640923196116,0.6899692985532924,0.8370821056289623,0.008260578604509732,0.1313299116948749,0.6866201193255527,0.008971076960438883
1635787895.904,0.8870508678520567,0.07137693499039066,0.07156259523920716,0.009232511717501285,0.13023269097084506,0.689180870399314,0.8372326851551732,0.008300499053745395,0.13143092160067715,0.6866880424947399,0.00897560363885069
