"Time","pod:frontend-w2-777d8d5dcb-zvq9p_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-zgtf2_service:productcatalogservice_node:worker--2.novalocal","pod:redis-cart-w2-84485f8b85-hfqkg_service:redis-cart_node:worker--2.novalocal","pod:cartservice-w2-59ff89795c-27jrd_service:cartservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-8s8p9_service:currencyservice_node:worker--2.novalocal","pod:currencyservice-w2-6f8d8654c5-cvscq_service:currencyservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-bbq8s_service:recommendationservice_node:worker--2.novalocal","pod:recommendationservice-w2-5bbcb977f8-k72cn_service:recommendationservice_node:worker--2.novalocal","pod:adservice-w2-9f97cf96-gwbpr_service:adservice_node:worker--2.novalocal","pod:frontend-w2-777d8d5dcb-4s9ql_service:frontend_node:worker--2.novalocal","pod:productcatalogservice-w2-66565874fb-ww2q9_service:productcatalogservice_node:worker--2.novalocal"
1635843919.311,0.6765459422693616,0.06624612137434013,0.00805469415581285,0.12188923892265718,0.6116311719666918,0.6105853509942785,0.009774396526989792,0.009717503291445592,0.13622051238471078,0.6687852353951966,0.0666768777029372
1635843934.334,0.7623040293684529,0.07349549706107147,0.008354054657001474,0.1345739184273705,0.6878254832974277,0.6869716933057087,0.009319999010075351,0.008934869929936367,0.14342234374201498,0.7559916171992719,0.07378371117928617
1635843949.345,0.7623040293684529,0.07349549706107147,0.008354054657001474,0.1345739184273705,0.6878254832974277,0.6869716933057087,0.009319999010075351,0.008934869929936367,0.14342234374201498,0.7559916171992719,0.07378371117928617
1635843964.37,0.8287246697810496,0.07375930856425839,0.008135416907600132,0.13664168578411154,0.7336153747736299,0.7345475249115314,0.00912686725660179,0.008881107637254422,0.14687102196245305,0.8230409909792088,0.0733663045220781
1635843979.394,0.8287246697810496,0.07375930856425839,0.008135416907600132,0.13664168578411154,0.7336153747736299,0.7345475249115314,0.00912686725660179,0.008881107637254422,0.14687102196245305,0.8230409909792088,0.0733663045220781
1635843994.42,0.8275467640152426,0.07367454250618433,0.008125869618019196,0.13688894463776385,0.7350462476221717,0.7356573805368665,0.009122743534129374,0.00886247720504217,0.1468070208611547,0.8249473386819983,0.07301631051026913
1635844009.442,0.8275467640152426,0.07367454250618433,0.008125869618019196,0.13688894463776385,0.7350462476221717,0.7356573805368665,0.009122743534129374,0.00886247720504217,0.1468070208611547,0.8249473386819983,0.07301631051026913
1635844024.464,0.8288553947300851,0.0738252903002071,0.008159602228650038,0.1367067257789791,0.7346992461510022,0.7353006824721309,0.009109656533983343,0.008759141817428848,0.1463642753511752,0.8246583935093212,0.0728566170163823
1635844039.493,0.8288553947300851,0.0738252903002071,0.008159602228650038,0.1367067257789791,0.7346992461510022,0.7353006824721309,0.009109656533983343,0.008759141817428848,0.1463642753511752,0.8246583935093212,0.0728566170163823
1635844054.513,0.8269742484832837,0.07383166170413583,0.008136081923754583,0.13658012258945296,0.7337519820739495,0.7343538033132309,0.009026510539884834,0.008842924992474452,0.14575438362113957,0.8266568755070057,0.07293667884866438
1635844069.537,0.8269742484832837,0.07383166170413583,0.008136081923754583,0.13658012258945296,0.7337519820739495,0.7343538033132309,0.009026510539884834,0.008842924992474452,0.14575438362113957,0.8266568755070057,0.07293667884866438
1635844084.555,0.8286636848408332,0.07349445838930796,0.008061006730658167,0.13604889370354095,0.7343637600143433,0.7348604908174152,0.00897443882737015,0.008879632111685961,0.1462768513197137,0.8250223579131455,0.07284114692103047
1635844099.58,0.8286636848408332,0.07349445838930796,0.008061006730658167,0.13604889370354095,0.7343637600143433,0.7348604908174152,0.00897443882737015,0.008879632111685961,0.1462768513197137,0.8250223579131455,0.07284114692103047
1635844114.602,0.8260159633323951,0.07361645238262185,0.008027907269242313,0.13595997898630713,0.7342267234938347,0.7352992305076391,0.008940685337373442,0.008919719738683616,0.14570120251595656,0.8254914715932563,0.07275639908061209
1635844129.618,0.8260159633323951,0.07361645238262185,0.008027907269242313,0.13595997898630713,0.7342267234938347,0.7352992305076391,0.008940685337373442,0.008919719738683616,0.14570120251595656,0.8254914715932563,0.07275639908061209
1635844144.635,0.8271090018763794,0.0737263792145909,0.008097194740402585,0.1361702077260779,0.7337803397583942,0.736058057876082,0.00893592328639612,0.008877559746489926,0.14533272704509315,0.8259220767794023,0.07272925226299112
1635844159.657,0.8271090018763794,0.0737263792145909,0.008097194740402585,0.1361702077260779,0.7337803397583942,0.736058057876082,0.00893592328639612,0.008877559746489926,0.14533272704509315,0.8259220767794023,0.07272925226299112
1635844174.673,0.8264002454043101,0.07381864738497791,0.008071085212793717,0.13605502868218877,0.7345660284310016,0.7365732338093908,0.008918721199940215,0.008943964574621124,0.14476823684042026,0.8284400297773132,0.07245636328195523
1635844189.699,0.8264002454043101,0.07381864738497791,0.008071085212793717,0.13605502868218877,0.7345660284310016,0.7365732338093908,0.008918721199940215,0.008943964574621124,0.14476823684042026,0.8284400297773132,0.07245636328195523
1635844204.712,0.8238873525359073,0.07374064138050002,0.008155119307537356,0.13673453913545,0.735933036654029,0.7367469178347876,0.008848107441228159,0.008884667942296736,0.1455686845331135,0.8300675324768083,0.07271769678989976
1635844219.735,0.8238873525359073,0.07374064138050002,0.008155119307537356,0.13673453913545,0.735933036654029,0.7367469178347876,0.008848107441228159,0.008884667942296736,0.1455686845331135,0.8300675324768083,0.07271769678989976
1635844234.766,0.8243494289141242,0.07388461720770194,0.008156697506837944,0.13709124711269832,0.7369867716755161,0.7361515030404131,0.008812605615522075,0.008876970835801468,0.1447210512806381,0.8296069590144699,0.07297870896182902
1635844249.788,0.8243494289141242,0.07388461720770194,0.008156697506837944,0.13709124711269832,0.7369867716755161,0.7361515030404131,0.008812605615522075,0.008876970835801468,0.1447210512806381,0.8296069590144699,0.07297870896182902
1635844264.811,0.8263392119618499,0.07375478323129883,0.008122676858714841,0.13718254444426664,0.7363477441968307,0.7368836997816092,0.008905360665959601,0.00887804250717072,0.1444761590219147,0.828556146359572,0.07294155633516494
